Unnamed: 0,Bug ID,Product,Component,Status,Resolution,Summary,Average_Cos_Similarity_Bigram,Average_Cos_Similarity_Score,Changed,Description,Duplicate_Bug_Ids
39856,577183.0,Community,CI-Jenkins,CLOSED,DUPLICATE,ci job stuck https://ci.eclipse.org/che/job/che-docs-pipeline/job/master/,0.01019773943087536,0.017869968869605447,10-11-2021 07:52,it seems jobs in   docs pipeline wait forever for an executor  maybe related to jenkins   infra ,577166.0
39865,577200.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Trace Compass CI job hanging,0.018176377047882466,0.031104858258113915,11-11-2021 03:46,all ci jobs are hanging with the following message in the log   all nodes of label  tracecompass build  are offline,577166.0
39873,577213.0,Platform,Debug,CLOSED,DUPLICATE,Debug View Remains empty when opened before debugging,0.014980843622421131,0.025361489872069442,11-11-2021 08:54,created attachment   screenshot  build id         open debug view      launch debug   public class     public static void main  throws interruptedexception    thread sleep           debug view empty  nok     close debug view    open debug view    debug view normal  ok   with     i did not have that problem ,577212.0
39897,577271.0,Platform,IDE,CLOSED,DUPLICATE,"getting An error has occurred. See error log for more details. Cannot invoke ""org.eclipse.jdt.core.dom.ITypeBinding.getDeclaredTypes()"" because ""<local2>"" is null",0.016641286998251164,0.03337270833400427,17-11-2021 12:04,getting consistently this issue with     version of eclipse,577272.0
39942,577387.0,JDT,Core,CLOSED,DUPLICATE,"Incorrect ""The local variable may not have been initialized"" compilation error in switch expression",0.017985652861040216,0.03431294115543824,09-02-2022 23:37,the code   void sum      number     map get     number     map get     switch        case long        instanceof long      add      default                void add      generates a compilation error   the local variable   may not have been initialized  on     in  add    using gradle the compilation is successful  this looks like an incorrect error message ,578416.0
39948,577402.0,Community,CI-Jenkins,CLOSED,DUPLICATE,No Jenkins agents available,0.0171292298516029,0.03671760553119349,23-11-2021 03:26,build jobs get stuck  waiting for next available executor   e g      job pr     console   same problem as in   bug cgi id    which was solved by restarting jenkins   is there anything we can do to prevent this from happening  or can we restart ourselves ,577166.0
39969,577470.0,Platform,SWT,CLOSED,DUPLICATE,9 JUnit failures noticed on Linux,0.010635351535535256,0.01691909641182368,25-11-2021 11:29,  junit failures noticed since below ibuild onwards         testresults php  not sure if below commit is causing the failures    id  ,577390.0
39985,577498.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Jobs are not starting on https://ci.eclipse.org/releng/,0.009022106808869767,0.019204339858463256,27-11-2021 17:33,there no new jobs getting triggered from releng jenkins instance  can you please take a look ,577166.0
39994,577516.0,Community,CI-Jenkins,CLOSED,DUPLICATE,MOSAIC JIPP: Waiting for next available executor,0.01516402027098295,0.03713125611502706,29-11-2021 05:44,hi    all our builds got stuck at  waiting for next available executor   see     could you have a look at it   thanks ,577166.0
39996,577519.0,Community,CI-Jenkins,CLOSED,DUPLICATE,che4z Jenkins can't find executors,0.014546111701065264,0.0355670187680415,29-11-2021 12:05,the   jenkins   has no available executors and therefore cannot run any job  could you help us with this again   this is a duplicate of bug    i guess   thanks  anton ,577166.0
40030,577589.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Jenkins no executors,0.011780982373877329,0.021839238337752673,02-12-2021 10:04,hello   it seems that jenkins can t spawn new executors  some jobs have been hanging for days   see    testing ,577166.0
40043,577625.0,RAP,RWT,RESOLVED,DUPLICATE,Scrolling for tablets,0.016722046866461605,0.025503890168996762,10-02-2022 05:31,strange web page behavior for tablet finger scrolling doesn t work in safari on the other hand  inside chrome for ipad works well  but both browsers have the same engine  check this issue for safari,565876.0
40083,577716.0,Community,CI-Jenkins,CLOSED,DUPLICATE,JIPP Help for Amlen - builds stuck,0.016317178252539356,0.03209238971754572,09-12-2021 12:24,all the builds kicked off from    are  waiting for next available executor  e g     console   this appears to be a repeat of    bug cgi id    ,577166.0
40203,577970.0,EGit,Core,CLOSED,DUPLICATE,Update to 6.1.0.202112202253 hides all branches with LFS support,0.016132018603073183,0.026942020660767587,27-12-2021 02:34,test steps   install egit         with optional lfs support import a git repository with some branches that have lfs resources and some that do not  ensure both work  checkout a branch with lfs files  update to egit         expected  visible branches are unchanged  actual  only non lfs branches are visible  git repository view shows a   no head   decoration for the repository ,577954.0
40298,514254.0,Oomph,Setup,CLOSED,DUPLICATE,Provide System Property to Disable Bundle Pool,0.012674325162591038,0.02303677875151857,27-03-2017 11:11,a property to enable disable the bundle pool functionality would be useful   one possible syntax would be   oomph setup bundle pool true false  this was already requested in    ,507594.0
40303,514485.0,CDT,cdt-refactoring,CLOSED,DUPLICATE,source->implement method : methods are not placed inside the namspace,0.016376989437439073,0.01990270279279928,25-01-2020 05:27,when i create a new class inside a namespace  type the declaration in the header  and then use  source  implement methods       the methods are placed outside of the namespace  e g     include  dummy h   namespace dummyspace         namespace dummyspace     void dummyspace  dummy  dummy       while i would expect   include  dummy h   namespace dummyspace    void dummy  dummy            namespace dummyspace      ps  sorry if this is at the wrong place  its my first time here,434677.0
40395,519599.0,Papyrus,Core,CLOSED,DUPLICATE,[Architecture Framework] Invalid preference category path,0.01779647859102579,0.026228221878140428,13-07-2017 10:23,tested on papyrus oxygen release and nightly  steps to reproduced window    preferences    papyrus    architecture context  result   following message invalid preference category path  org eclipse papyrus infra properties ui propertyview  ,516717.0
40464,522679.0,JDT,UI,CLOSED,DUPLICATE,[9] Configure > Create module-info.java generates an extra javadoc block,0.01715574369500836,0.03045329752631395,23-09-2017 01:24,  create a java   project   right click on it  configure   create module info java a new module info java is created with an extra javadoc block                       author username        module projectname    exports some package   ,519491.0
40520,527758.0,JDT,UI,CLOSED,DUPLICATE,Classes generated from method references are not displayed in type hierarchy,0.014371123598406135,0.026437818300661872,27-11-2017 04:19,created attachment   type hierarchy view  classes generated from method references are not displayed in type hierarchy  i would expected those classes to be displayed ,423123.0
40527,528131.0,PDE,UI,CLOSED,DUPLICATE,NPE when creating Feature project,0.01209930475398477,0.017069458587883543,05-12-2017 04:30,in my developer runtime workspace i ran into a npe  it happened when i created a new feature project and finished the wizard  it does not harm further  the feature editor opens   pdemultipagecontentoutlinemust not return a null selection   thread  main       assert isnotnull  line      assert isnotnull  line      selectionchangedevent  init   line      contentoutline  showpagerec  line      contentoutline showpagerec  line      contentoutline  partactivated  line      contentoutline partbroughttotop  line      pagebookview   partbroughttotop  line      workbenchpage   run  line      saferunner run  line      workbenchpage firepartbroughttotop  line      workbenchpage access    line      workbenchpage   partbroughttotop  line      partserviceimpl   run  line      saferunner run  line      partserviceimpl firepartbroughttotop  line      partserviceimpl access    line      partserviceimpl   handleevent  line      uieventhandler   run  line      uisynchronizer  syncexec  line      uisynchronizer syncexec  line      display syncexec  line          syncexec  line      uieventhandler handleevent  line      eventhandlerwrapper handleevent  line      eventhandlertracker dispatchevent  line      eventhandlertracker dispatchevent  line      eventmanager dispatchevent  line      listenerqueue k v e  dispatcheventsynchronous  line      eventadminimpl dispatchevent  line      eventadminimpl sendevent  line      eventcomponent sendevent  line      eventbroker send  line      uieventpublisher notifychanged  line      partstackimpl  enotify  line      partstackimpl  setselectedelement  line      modelserviceimpl showelementinwindow  line      modelserviceimpl bringtotop  line      partserviceimpl delegatebringtotop  line      partserviceimpl bringtotop  line      partserviceimpl showpart  line      workbenchpage busyopeneditor  line      workbenchpage access    line      workbenchpage   run  line      busyindicator showwhile  line      workbenchpage openeditor  line      workbenchpage openeditor  line      workbenchpage openeditor  line      createfeatureprojectoperation  openfeatureeditor  line      createfeatureprojectoperation  createfeature  line      createfeatureprojectoperation  execute  line      createfeatureprojectoperation  lambda    line        run  line  not available   workspace run  line      workspace run  line      createfeatureprojectoperation  run  line      modalcontext runincurrentthread  line      modalcontext run  line      wizarddialog run  line      newfeatureprojectwizard  performfinish  line      wizarddialog finishpressed  line      wizarddialog buttonpressed  line      wizarddialog  lambda    line        accept  line  not available   selectionlistener   widgetselected  line      typedlistener handleevent  line      eventtable sendevent  line      display sendevent  line      button  sendevent  line      button  sendevent  line      button  sendevent  line      button  notifylisteners  line      display rundeferredevents  line      display readanddispatch  line      wizarddialog  runeventloop  line      wizarddialog  open  line      newprojectaction run  line      newprojectaction  runwithevent  line      actioncontributionitem handlewidgetselection  line      actioncontributionitem lambda    line        handleevent  line  not available   eventtable sendevent  line      display sendevent  line      menuitem  sendevent  line      menuitem  sendevent  line      menuitem  sendevent  line      menuitem  notifylisteners  line      display rundeferredevents  line      display readanddispatch  line      partrenderingengine   run  line      realm runwithdefault  line      partrenderingengine run  line        createandrunui  line      workbench lambda    line        run  line  not available   realm runwithdefault  line      workbench createandrunworkbench  line      platformui createandrunworkbench  line      ideapplication start  line      eclipseapphandle run  line      eclipseapplauncher runapplication  line      eclipseapplauncher start  line      eclipsestarter run  line      eclipsestarter run  line      nativemethodaccessorimpl    line  not available  native method    nativemethodaccessorimpl invoke  line      delegatingmethodaccessorimpl invoke  line      method invoke  line      main invokeframework  line      main basicrun  line      main run  line      main main  line   ,528133.0
40620,533158.0,JDT,UI,CLOSED,DUPLICATE,[syntax highlighting] requires static is not highlighted correctly in module-info.java,0.01476381142154678,0.027363275825361567,03-04-2018 07:14,create a module info java file as follows   module x       requires static java compiler     the keyword  static  should be highlighted as a keyword  but it currently isn t  see also     html jls   html jls requiresmodifier,532735.0
40748,539326.0,Platform,IDE,RESOLVED,DUPLICATE,"""quot"" is not rendered in a ""Create a Hello World application"" cheat sheet",0.010922658869852334,0.01909838790512834,21-09-2018 12:09,created attachment   screenshot of a  create a hello world application  cheat sheet  see attachment,536693.0
40790,541641.0,4DIAC,General,CLOSED,DUPLICATE,Invalid DTD sys file,0.012254843731309415,0.019957922859325284,22-12-2018 08:31,the generated   sys file does not validate with the dtd    element  versioninfo     requires  date  attribute,541640.0
40821,544353.0,Platform,SWT,CLOSED,DUPLICATE,gtk warnings are coming when launching the eclipse.,0.01471754782453073,0.03107644003126933,12-02-2019 09:37,hi when i try to launch the eclipse from a rhel     machine   i get the gtk warnings on the console  please help in this to fix them   eclipse was opening and these errors are not stopping the eclipse to open  but they are annoying on the terminal   below is the version which we are using   eclipse ide for enterprise java developers   version        build id        and the rhel version is red hat enterprise linux server release                                                                                         below are the warnings on the terminal     glib critical        assertion  in    null  failed     glib critical        assertion  in    null  failed     gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate  org eclipse   logback configuration  logback config file   home ejugrak eclipse workspace  metadata  plugins org eclipse   logback configuration logback           xml    class path contains multiple   bindings     found binding in  bundleresource         org   impl staticloggerbinder class     found binding in  bundleresource         org   impl staticloggerbinder class     see    org codes html multiple bindings for an explanation     actual binding is of type  ch qos logback classic util contextselectorstaticbinder  org eclipse   logback configuration  initializing logback     gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate      gtk warning     allocating size to swtfixed   without calling gtk widget get preferred width height   how does the code know the size to allocate ,541256.0
41110,569139.0,Platform,SWT,CLOSED,DUPLICATE,In debug preview of state variable is not showing after update SO Big sur,0.014900985769913897,0.03282665336201993,04-12-2020 07:37,created attachment   evidence  when i put the mouse on a variable with content in debug does not show content,568813.0
41116,570013.0,Platform,UI,CLOSED,DUPLICATE,Icons not grayed out when debugging,0.009050884040590535,0.012709441763172204,02-01-2021 02:57,created attachment   video,569750.0
41327,529830.0,Platform,User Assistance,CLOSED,DUPLICATE,"[sonar] Resolve ""Possible null pointer dereference due to return value of called method""",0.007042880616717295,0.010947008313488927,15-01-2018 12:47,resolve problems related to the following query      rule findbugs   rule sev critical severity critical,529828.0
41450,540283.0,PDE,UI,CLOSED,DUPLICATE,"[sonar] Resolve ""Inefficient use of keySet iterator instead of entrySet iterator""",0.004482201798216612,0.007041075472517271,18-10-2018 16:45,resolve issues  performance   inefficient use of keyset iterator instead of entryset iterator   sonar query      rule findbugs   rule sev critical severity critical,528180.0
41727,511463.0,JDT,UI,CLOSED,DUPLICATE,extends open type by line number and method name,0.01163326405034026,0.022299857151902407,01-02-2017 11:51,open type with class name and  methodname can jump directly to method and class name plus  linenumber can jump directly to line ,221291.0
41824,513443.0,Platform,Search,CLOSED,DUPLICATE,Search view should support Expand All/Collapse All shortcuts,0.018463170750637702,0.03182597974494457,12-04-2017 11:58,for some of the actions in the search view s toolbar    there are keyboard shortcuts available   for expand all and collapse all  however  no shortcuts are bound  even though these commands have shortcuts in other views   ,503155.0
41915,514526.0,z_Archived,Recommenders,CLOSED,DUPLICATE,unresolved bundles,0.014197599801627115,0.02281645955210057,24-07-2019 14:36,a longer description  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,514314.0
41920,514588.0,z_Archived,Recommenders,CLOSED,DUPLICATE,Code Recommenders Installation problem,0.01514583731544114,0.0237882159866716,24-07-2019 14:36,created attachment   code recommenders won t fix  even after  clean  restart  a longer description  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,514314.0
41962,514983.0,z_Archived,Recommenders,CLOSED,DUPLICATE,"Crashed when getting code recommendation after pressing ""."" when there are code right after the cursor",0.014197599801627115,0.02281645955210057,24-07-2019 14:36,a longer description  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,514314.0
41981,515216.0,JDT,Text,CLOSED,DUPLICATE,Improve default matching bracket highlighting,0.0180079308389397,0.028411475719656756,13-04-2017 06:33,created attachment   screenshot on bracket matching in intellij  intellij makes it really easy to see the matching bracket    i suggest to also use a visible color for the matching brackets in our default settings ,52067.0
42016,515636.0,z_Archived,Recommenders,CLOSED,DUPLICATE,Your short description,0.014197599801627115,0.02281645955210057,24-07-2019 14:35,a longer description  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,513809.0
42017,515637.0,z_Archived,Recommenders,CLOSED,DUPLICATE,Your short description,0.014197599801627115,0.02281645955210057,24-07-2019 14:35,a longer description  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,513809.0
42036,515783.0,z_Archived,Recommenders,CLOSED,DUPLICATE,[wiring] HttpComponents wiring issue,0.014197599801627115,0.02281645955210057,24-07-2019 14:35,a longer description  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,513809.0
42039,515817.0,z_Archived,PDT,CLOSED,DUPLICATE,Add Servers view to PHP perspective,0.013546953770498358,0.031617015243875474,14-05-2020 13:19,i think with built in server we should add server view to php perspective  in folder with console and history ,517673.0
42116,517070.0,z_Archived,Recommenders,CLOSED,DUPLICATE,Your short description,0.014197599801627115,0.02281645955210057,24-07-2019 14:36,a longer description  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,513809.0
42202,518387.0,WTP Java EE Tools,jst.j2ee,CLOSED,DUPLICATE,Ensure Java EE 8 archives can be imported/exported and are supported in binary mode,0.013880321817970666,0.025813844283771807,11-10-2017 10:45,we need to ensure that java ee   archives can be imported into wtp  can be exported to their appropriate formats  and can be imported used as binaries ,518383.0
42204,518390.0,WTP Java EE Tools,jst.j2ee,CLOSED,DUPLICATE,Default model providers for Java EE 8 facets,0.013427836621021481,0.02373917462606555,10-10-2017 18:06,we need to create default factory and provider classes for java ee   facets ,518383.0
42205,518391.0,WTP Java EE Tools,jst.j2ee,CLOSED,DUPLICATE,Upgrade / enhance Java EE constant API's for Java EE 8,0.018794354051515798,0.03422764886354626,23-06-2017 15:58,we need to update the java ee constant api s to support java ee    a few of the constant classes that will need changing are       s,518383.0
42206,518392.0,WTP Java EE Tools,jst.j2ee,CLOSED,DUPLICATE,Java EE 8 Project creation for core module types,0.01289965433183465,0.021653137894790925,03-11-2017 13:58,based on the new facet versions  ensure existing project creation wizard pages handle the  new  versions   ,518383.0
42319,520186.0,Platform,Releng,CLOSED,DUPLICATE,Publish Oxygen to Maven Central,0.017755037037384194,0.03682143783794507,31-08-2017 21:00,as of bug   the platform artifacts have been published to maven central   until now the oxygen binaries are missing  would it be possible to also make oxygen available on maven central   ,510072.0
42650,526846.0,Mylyn,Tasks,RESOLVED,DUPLICATE,"New Task - Context-View ""Actions"" ist to small",0.014285694483730583,0.02394685570766002,16-11-2017 13:19,new task   context view  actions  ist to small  functionaliy of the controls on the left side limited ,520715.0
42695,527362.0,Equinox,Framework,RESOLVED,DUPLICATE,Add JavaSE-10,0.013924641313447061,0.029379007459305023,18-12-2017 11:01,add javase       we either need this in the   branch   or   ,527353.0
42889,530013.0,Platform,Debug,CLOSED,DUPLICATE,Key Binding for all External Tools,0.014269625020860871,0.025566724895947142,22-07-2018 05:50,would be nice if i could add a key binding to an arbitrary external tool  not only the  last lauched  ,29580.0
42896,530151.0,z_Archived,Recommenders,CLOSED,DUPLICATE,Unresolved bundles: org.eclipse.recommenders.templates.snipmatch.rcp,0.01685134748107435,0.021659908863047386,24-07-2019 14:36,a longer description  unresolved bundles  org eclipse recommenders templates snipmatch rcp,529513.0
42983,531045.0,JDT,Core,RESOLVED,DUPLICATE,[10][dom] Need API to provide the resolved type for 'var',0.01589989610807503,0.0421445976952999,11-03-2018 23:03,bug   will need an api from jdt core to provide the resolved type for  var  ,527558.0
43013,531381.0,JDT,UI,CLOSED,DUPLICATE,Add cleanup for redundant string operations,0.0182207423969997,0.027077014384351245,28-01-2021 15:25,the following code contains several examples for redundant string operations  they should be removable by a cleanup operation  additionally an  unnecessary code  warning could be raised and quick fix provided    public class redundantstringoperations     private static final string foo    foo        public static void main        system out println       tostring on string is redundant     system out println         intern on a constant is redundant          stringbuilder sb   new stringbuilder      empty string param is superfluous     sb append                                 statement is a noop     system out print                          statement is a noop      ,568472.0
43015,531410.0,Sirius,Core,CLOSED,DUPLICATE,Use only intrinsic identifiers for Sirius models (both aird and VSMs),0.01717279919729644,0.02977914145411818,19-10-2018 12:48,currently  the aird models used by sirius assume an xmi based serialization  as they rely on the  xmi id  attributes to identify the elements  this can cause issues in terms of stability when moving elements into different resources  especially if some of these resources are not xmi based ,525261.0
43030,531604.0,z_Archived,m2e,CLOSED,DUPLICATE,Sort Maven dependencies container,0.017349524353585895,0.029693552362051883,19-04-2021 13:27,in a maven project  the  maven dependencies  container could list its entries in alphabetic order  sorted by name   even simple projects tend to have a large number of transitive dependencies  presenting them in sorted order would help find a specific library  imported in the project ,223318.0
43376,535844.0,EGit,UI,CLOSED,DUPLICATE,EGit should respect the commit.template without any mylyn tasks,0.015112108181520286,0.030679773413024365,04-01-2020 09:05,actually its only possible to use a commit message template when also using mylyn tasks  egit should respect the commit template setting of user git configuration in any situation  please add this functionality ,446355.0
43410,536235.0,JDT,UI,CLOSED,DUPLICATE,[quick fix] Quick fixshould give an option to use static import rather than adding import,0.0166439004836674,0.03168198568147255,25-06-2018 09:03,import static bug a a     public class b    public b      int h   a f   or  import static bug a a f   public class b    public b      int h   a f    should also give a quick assist option to use static import  now we get the option to import  a    found while reviewing bug   ,139460.0
43455,536521.0,Mylyn Docs,Wikitext,CLOSED,DUPLICATE,Update Mylyn Docs and WikiText contribution to simrel and EPP packages,0.012552487223663361,0.023205608226490638,20-06-2019 19:57,update mylyn docs and wikitext contribution to simrel and epp packages        is available and should be contributed ,546937.0
43488,536931.0,Platform,UI,CLOSED,DUPLICATE,Open Resource to support camelCase matching,0.01675381765416657,0.026078454049944,21-07-2018 11:38,can we support camelcase matching with the first char being lowercase   currently  for example  we can type  cc  to match  camelcase c   but we cannot type  cc   cc  to match  camelcase c    i think maybe it is better using  cc  to match  camelcase c    it is like bug   but the scope is more limited ,393293.0
43581,538044.0,EMF.Diffmerge,Core,CLOSED,DUPLICATE,Migrate code due to the addition of uid in Sirius,0.013486287967481799,0.0218119101660047,17-08-2018 11:09,migrate code due to the addition of uid in sirius  before  uid was only added in drepresentation  since the version sirius            uid has been added in almost every element of sirius ,525261.0
43614,538420.0,JDT,Core,CLOSED,DUPLICATE,"[null][correlation] Wrong ""potential null pointer access"" with boolean",0.014937085009448759,0.021751618493001598,30-08-2018 10:21,i have the following code    final boolean announce        final string announcement   announce         null   if       announcement dostuff       potential null pointer access  the variable announcement may be null at this location      i don t think i need to explain anything here ,538421.0
43720,539565.0,Papyrus,Diagram,CLOSED,DUPLICATE,[Activity Diagram] Smart behavior when dropping classifiers on an Activity Diagram,0.016168746122278303,0.026210313826248048,15-04-2019 03:58,when drag and drop of an activity a on an existing activity b in an activity diagram  a call behavior action is automatically created  refering to activity a  this is very useful and simplifies modeling    similar behavior would be useful when other classifiers  such as a classes are dropped on an activity diagram  preferable  a popup dialog wher you can choose between central buffer and data store would be useful ,459201.0
43773,540094.0,Mylyn Docs,Wikitext,CLOSED,DUPLICATE,update wikitext EPP contribution,0.018418705440464714,0.031173844790309976,20-06-2019 19:48,update wikitext epp contribution to       to address cve     in jsoup dependency  see bug   for a similar update   note that the contribution might have to wait on availability of an orbit build ,546937.0
43805,540443.0,Platform,Text,CLOSED,DUPLICATE,[Generic Editor] Show Problems as Line Code Minings,0.009005597082521874,0.017077042295135816,14-11-2019 07:34,as discussed at   codemining issues  ,547665.0
43808,540454.0,JDT,UI,CLOSED,DUPLICATE,[8] Configure > Create module-info.java should ask to convert to Java 9,0.014104420487071265,0.035342558058490785,25-10-2018 03:40,         configure  create module info java should ask to convert to java   or above  currently it displays an error dialog saying that it requires java   or above ,526643.0
44055,543941.0,Sirius,Diagram,CLOSED,DUPLICATE,The tool to insert vertical spaces should also allow to remove vertical spaces,0.01906873727420482,0.033419533482681396,15-02-2019 09:02,    this bug was initially created as a clone of bug         currently when using ctrl shift mouse drag on a lifeline in a sequence diagram add a space when done from top to bottom   the need is to allow to remove spaces by doing ctrl shift mouse drag done from bottom to top that remove vertical spaces ,543906.0
44199,545934.0,JDT,Text,CLOSED,DUPLICATE,[syntax highlighting] Colorize final local variables,0.00900835031272584,0.0122937887911529,29-03-2019 10:46,i would like to give method local constants a certain style   void dosomething        final string s   argumentnamedforcallers                                                ,128666.0
44265,546415.0,Papyrus,Diagram,CLOSED,DUPLICATE,"[ActivityDiagram] When hover a pin, an arrow should appear allowing to create an ObjectFlow",0.014251650139987134,0.022329083862903824,05-06-2019 04:04,when hover a pin  an arrow should appear allowing to create an objectflow   in other nodes there is an edition helper which allow to easily create a edge  by hovering a nodes arrows appear to create an edge  those arrows does not appear on pins ,539564.0
44315,546995.0,Platform,Text,CLOSED,DUPLICATE,[code mining] Render multiple LineHeaders for same line below each other,0.018846548688046888,0.031152752195475277,06-05-2019 09:17,currently  if there are multiple lineheadercodeminings on the same line  they are rendered next to each other    separated by         example        class hello            int i           code mining     code mining     code mining            boolean b   this equals        specificially for bug    rendering them below each other   would make more sense   example        class hello            int i           code mining            code mining            code mining            boolean b   this equals        in general  i d argue lineheadercodeminings might tend to be quite long  so they would be easier to read in vertical rendering   we could also introduce something like verticallineheadercodemining in order not to change existing behavior  mixing them with regular lineheadercodemining might be difficult  though ,544773.0
44321,547073.0,Platform,UI,CLOSED,DUPLICATE,Provide option in platform to see shortcuts for menu or toolbar interaction,0.008075060896933283,0.013120288934070065,18-07-2019 10:29,  shortcuts provides a way to show shortcuts for menu or toolbar actions ,540440.0
44381,547709.0,JDT,UI,CLOSED,DUPLICATE,[13] Allow JDT to target Java 13 in compiler preferences,0.01849138592307391,0.03796191483597682,29-08-2019 01:06,add       on the compiler preferences page and show the corresponding disclaimer when it is selected ,548097.0
44394,547812.0,EGit,UI,CLOSED,DUPLICATE,[history view] Add name filter for shown branches,0.018773882665648275,0.034181973353832606,21-06-2019 21:19,enhancement to be able to see two or more specific branches in the history view  instead of seeing only a branch all the branches ,381520.0
44416,547927.0,Platform,Releng,CLOSED,DUPLICATE,Version bumps for 4.13 stream,0.010546053148048755,0.011951893786398307,07-06-2019 00:18,version bumps and feature touches for opening     stream ,547928.0
44516,548979.0,JDT,Core,CLOSED,DUPLICATE,[13][ast rewrite] AST Rewrite Support for JEP 354 Switch Expressions,0.011525635930289813,0.02065750811269884,17-09-2019 02:13,dom support and initial rewrite support was added by bug    this bug will complete the rewrite support for jep   ,547900.0
44574,549609.0,Amalgam,UI,CLOSED,DUPLICATE,"Pages, Sections, Activities should be filtered from UI via Workbench Activity Support / Capabilities",0.012232248636229731,0.016790498120357808,28-07-2019 08:23,amalgam activity explorer pages  sections  activities should be filterable with the help of workbench activities  i e  contributions should be matched agains workbench activity bindings and be filtered accordingly ,549610.0
